4
0,1,2
0 1
( 8 h 9 ) 
( 9 h 9 )
( 0 i 1 ) 
( 1 i 1 ) 
( 2 i 3 ) 
( 3 i 3 )  
( 4 i 5 )  
( 5 i 6 )  
( 6 i 7 ) 
( 7 i 8 ) 
( 8 i 9 ) 
( 9 i 9 )
( 0 j 1 ) 
( 1 j 1 ) 
( 2 j 3 ) 
( 3 j 3 ) 
( 4 j 5 ) 
( 5 j 6 ) 
( 6 j 7 ) 
( 7 j 8 ) 
( 8 j 9 ) 
( 9 j 9 )
( 0 k 1 )
( 1 k 1 ) 
( 2 k 3 ) 
( 3 k 3 ) 
( 4 k 5 ) 
( 5 k 6 ) 
( 6 k 7 ) 
( 7 k 8 ) 
( 8 k 9 ) 
( 9 k 9 )
( 0 l 1 ) 
( 1 l 1 ) 
( 2 l 3 ) 
( 3 l 3 ) 
( 4 l 5 ) 
( 5 l 6 ) 
( 6 l 7 ) 
( 7 l 8 ) 
( 8 l 9 ) 
( 9 l 9 )
( 0 m 1 ) 
( 1 m 1 ) 
( 2 m 3 ) 
( 3 m 3 ) 
( 4 m 5 ) 
( 5 m 6 ) 
( 6 m 7 ) 
( 7 m 8 ) 
( 8 m 9 ) 
( 9 m 9 )
( 0 n 1 ) 
( 1 n 1 ) 
( 2 n 3 ) 
( 3 n 3 ) 
( 4 n 5 ) 
( 5 n 6 ) 
( 6 n 7 ) 
( 7 n 8 )  
( 8 n 9 )  
( 9 n 9 )
( 0 o 1 ) 
( 1 o 1 ) 
( 2 o 3 ) 
( 3 o 3 ) 
( 4 o 5 ) 
( 5 o 6 ) 
( 6 o 7 ) 
( 7 o 8 ) 
( 8 o 9 ) 
( 9 o 9 )
( 0 p 1 ) 
( 1 p 1 ) 
( 2 p 3 ) 
( 3 p 3 ) 
( 4 p 5 ) 
( 5 p 6 ) 
( 6 p 7 ) 
( 7 p 8 ) 
( 8 p 9 ) 
( 9 p 9 )
( 0 q 1 ) 
( 1 q 1 ) 
( 2 q 3 ) 
( 3 q 3 ) 
( 4 q 5 ) 
( 5 q 6 ) 
( 6 q 7 ) 
( 7 q 8 ) 
( 8 q 9 ) 
( 9 q 9 ) 
( 0 r 1 ) 
( 1 r 1 )
( 2 r 3 ) 
( 3 r 3 ) 
( 4 r 5 ) 
( 5 r 6 ) 
( 6 r 7 ) 
( 7 r 8 ) 
( 8 r 9 ) 
( 9 r 9 ) 
( 0 s 1 ) 
( 1 s 1 ) 
( 2 s 3 ) 
( 3 s 3 ) 
( 4 s 5 ) 
( 5 s 6 ) 
( 6 s 7 ) 
( 7 s 8 ) 
( 8 s 9 ) 
( 9 s 9 ) 
( 0 t 1 ) 
( 1 t 1 ) 
( 2 t 3 ) 
( 3 t 3 ) 
( 4 t 5 ) 
( 5 t 6 ) 
( 6 t 7 ) 
( 7 t 8 ) 
( 8 t 9 ) 
( 9 t 9 )
( 0 u 1 ) 
( 1 u 1 )  
( 2 u 3 )  
( 3 u 3 )  
( 4 u 5 ) 
( 5 u 6 ) 
( 6 u 7 ) 
( 7 u 8 ) 
( 8 u 9 ) 
( 9 u 9 )
( 0 v 1 ) 
( 1 v 1 ) 
( 2 v 3 ) 
( 3 v 3 ) 
( 4 v 5 ) 
( 5 v 6 ) 
( 6 v 7 ) 
( 7 v 8 ) 
( 8 v 9 ) 
( 9 v 9 )
( 0 w 1 ) 
( 1 w 1 ) 
( 2 w 3 ) 
( 3 w 3 ) 
( 4 w 5 ) 
( 5 w 6 ) 
( 6 w 7 ) 
( 7 w 8 ) 
( 8 w 9 ) 
( 9 w 9 ) 
( 0 x 1 ) 
( 1 x 1 ) 
( 2 x 3 ) 
( 3 x 3 ) 
( 4 x 5 ) 
( 5 x 6 ) 
( 6 x 7 ) 
( 7 x 8 )
( 8 x 9 ) 
( 9 x 9 ) 
( 0 y 1 ) 
( 1 y 1 ) 
( 2 y 3 ) 
( 3 y 3 ) 
( 4 y 5 ) 
( 5 y 6 ) 
( 6 y 7 ) 
( 7 y 8 ) 
( 8 y 9 )
( 0 z 1 ) 
( 1 z 1 )  
( 2 z 3 ) 
( 3 z 3 ) 
( 4 z 5 ) 
( 5 z 6 )  
( 6 z 7 ) 
( 7 z 8 ) 
( 8 z 9 ) 
( 9 z 9 )
( 0 - 1 ) 
( 1 - 1 ) 
( 2 - 3 ) 
( 3 - 3 ) 
( 4 - 9 ) 
( 5 - 9 ) 
( 6 - 9 ) 
( 7 - 9 ) 
( 8 - 9 ) 
( 9 - 9 )
( 0 _ 1 ) 
( 1 _ 1 ) 
( 2 _ 3 )  
( 3 _ 3 )  
( 4 _ 9 ) 
( 5 _ 9 ) 
( 6 _ 9 ) 
( 7 _ 9 ) 
( 8 _ 9 ) 
( 9 _ 9 )
( 0 . 1 ) 
( 1 . 1 ) 
( 2 . 9 ) 
( 3 . 4 ) 
( 4 . 9 ) 
( 5 . 9 ) 
( 6 . 9 ) 
( 7 . 9 ) 
( 8 . 9 ) 
( 9 . 9 )
( 0 @ 1 ) 
( 1 @ 2 ) 
( 2 @ 9 ) 
( 3 @ 9 ) 
( 4 @ 9 ) 
( 5 @ 9 ) 
( 6 @ 9 ) 
( 7 @ 9 ) 
( 8 @ 9 ) 
( 9 @ 9 )
( 0 0 1 ) 
( 1 0 1 ) 
( 2 0 3 ) 
( 3 0 3 ) 
( 4 0 9 ) 
( 5 0 9 ) 
( 6 0 9 ) 
( 7 0 9 ) 
( 8 0 9 ) 
( 9 0 9 )
( 0 1 1 ) 
( 1 1 1 ) 
( 2 1 3 ) 
( 3 1 3 )  
( 4 1 9 ) 
( 5 1 9 ) 
( 6 1 9 )  
( 7 1 9 ) 
( 8 1 9 ) 
( 9 1 9 )
( 0 2 1 ) 
( 1 2 1 ) 
( 2 2 3 ) 
( 3 2 3 ) 
( 4 2 9 ) 
( 5 2 9 ) 
( 6 2 9 ) 
( 7 2 9 ) 
( 8 2 9 ) 
( 9 2 9 )
( 0 3 1 ) 
( 1 3 1 ) 
( 2 3 3 ) 
( 3 3 3 ) 
( 4 3 9 ) 
( 5 3 9 ) 
( 6 3 9 ) 
( 7 3 9 ) 
( 8 3 9 ) 
( 9 3 9 )
( 0 4 1 ) 
( 1 4 1 ) 
( 2 4 3 ) 
( 3 4 3 ) 
( 4 4 9 ) 
( 5 4 9 ) 
( 6 4 9 )  
( 7 4 9 ) 
( 8 4 9 ) 
( 9 4 9 )
( 0 5 1 ) 
( 1 5 1 ) 
( 2 5 3 ) 
( 3 5 3 ) 
( 4 5 9 ) 
( 5 5 9 ) 
( 6 5 9 ) 
( 7 5 9 ) 
( 8 5 9 ) 
( 9 5 9 )
( 0 6 1 ) 
( 1 6 1 ) 
( 2 6 3 ) 
( 3 6 3 ) 
( 4 6 9 ) 
( 5 6 9 ) 
( 6 6 9 ) 
( 7 6 9 ) 
( 8 6 9 ) 
( 9 6 9 )
( 0 7 1 ) 
( 1 7 1 ) 
( 2 7 3 ) 
( 3 7 3 ) 
( 4 7 9 )  
( 5 7 9 )  
( 6 7 9 )  
( 7 7 9 )  
( 8 7 9 ) 
( 9 7 9 )
( 0 8 1 )  
( 1 8 1 ) 
( 2 8 3 ) 
( 3 8 3 ) 
( 4 8 9 ) 
( 5 8 9 ) 
( 6 8 9 )
( 7 8 9 )
( 8 8 9 )
( 9 8 9 )
( 0 9 1 )
( 1 9 1 )
( 2 9 3 )
( 3 9 3 )
( 4 9 9 )
( 5 9 9 )
( 6 9 9 )
( 7 9 9 )
( 8 9 9 )
( 9 9 9 )
10
a.b.c@d.w3c
jsmith
jsmith@olympus
jsmith@olympus.gov
_jsmith-example.olympus@states.us
jsmith.edu
john@mail.office
ComputerScienceDepartment@csupomona.edu
jsmith@LA.cnn.com
SMITH@bookStore.Peru
/////
8
6
s n d q
( 0 s 6 ) 
( 0 n 1 ) 
( 0 d 2 )  
( 0 q 5 ) 
( 1 s 7 ) 
( 1 n 2 ) 
( 1 d 3 ) 
( 1 q 5 )  
( 2 s 7 )  
( 2 n 3 ) 
( 2 d 4 ) 
( 2 q 5 )  
( 3 s 7 ) 
( 4 s 7 ) 
( 5 s 6 )  
( 6 s 7 )  
( 3 n 4 )  
( 3 d 5 )  
( 3 q 5 ) 
( 4 n 5 )
( 4 d 5 )
( 4 q 5 )
( 5 n 5 )
( 5 d 5 )
( 5 q 5 )
( 6 n 7 )
( 6 d 7 )
( 6 q 7 )
s
sds
nnns
ddd
ddds
qqsqs
sdsnsnsns
sdqsd
ndnqdqndqn
ssnqdss
/////
12
11
a b
( 0 a 1 )
( 1 a 2 )
( 2 a 1 )
( 3 a 5 )
( 4 a 8 )
( 5 a 11 )
( 6 a 9 ) 
( 7 a 4 )
( 8 a 4 )
( 9 a 6 )
( 10 a 6 )
( 11 a 5 )
( 0 b 3 )
( 1 b 5 )
( 2 b 11 )
( 3 b 4 )
( 4 b 6 )
( 5 b 4 )
( 6 b 1 )
( 7 b 10 )
( 8 b 2 )
( 9 b 2 )
( 10 b 3 )
( 11 b 8 )
aa
baa
aba
aabb
babababab
aabbaabb
aaababbaa
abbbbaa
bbbbbbb
/////
19
2,4,5,7,9,10,13,14,16,17
0 1 2
( 0 0 1 )
( 0 1 8 )  
( 0 2 12 ) 
( 1 0 1 ) 
( 1 1 2 ) 
( 1 2 4 ) 
( 2 0 3 ) 
( 2 1 3 ) 
( 2 1 5 )
( 3 0 3 )
( 3 1 3 )
( 3 2 5 )
( 4 0 6 )
( 4 1 5 )
( 4 2 6 )
( 5 0 18 )
( 5 1 18 )
( 5 2 18 )
( 6 0 6 )
( 6 1 5 )
( 6 2 6 )
( 7 0 3 )
( 7 1 3 )
( 7 2 10 )
( 8 0 7 )
( 8 1 8 )
( 8 2 9 ) 
( 9 0 10 )
( 9 1 11 )
( 9 2 11 )
( 10 0 18 )
( 10 1 18 )
( 10 2 18 )
( 11 0 10 )
( 11 1 11 )
( 11 2 11 )
( 12 0 16 )
( 12 1 13 )
( 12 2 12 )
( 13 0 14 )
( 13 1 15 )
( 13 2 15 )
( 14 0 18 )
( 14 1 18 )
( 14 2 18 )
( 15 0 14 )
( 15 1 15 )
( 15 2 15 )
( 16 0 17 )
( 16 1 14 )
( 16 2 17 )
( 17 0 17 )
( 17 1 14 )
( 17 2 17 )
( 18 0 18 )
( 18 1 18 )
( 18 2 18 )
0
01
012
22
2102
0221
01012
120120
110221210
0202321
/////
